year,state,naics_sector,tech_type,use_level,used_tech,n_firms,n_emp,revenue,payroll
2018,22,Finance and Insurance,cloud-based,Low use,Used,435,7623,0,431465
2018,22,Finance and Insurance,cloud-based,High use,Used,576,7805,0,521926
2018,22,Finance and Insurance,cloud-based,Don't know,Unknown,120,10305,0,729329
2018,22,Finance and Insurance,specialized software,Did not use,Did not use,922,7265,0,387566
2018,22,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Finance and Insurance,specialized software,Low use,Used,295,1594,0,97280
2018,22,Finance and Insurance,specialized software,Moderate use,Used,740,9886,0,607897
2018,22,Finance and Insurance,specialized software,High use,Used,691,13965,0,935178
2018,22,Finance and Insurance,specialized software,Don't know,Unknown,168,11901,0,824644
2018,22,Finance and Insurance,robotics,Did not use,Did not use,2749,31425,0,1872133
2018,22,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Finance and Insurance,robotics,Low use,Used,18,1995,0,162006
2018,22,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,22,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,22,Finance and Insurance,specialized equipment,Did not use,Did not use,2342,24680,0,1535688
2018,22,Finance and Insurance,robotics,Don't know,Unknown,37,9879,0,712835
2018,22,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Finance and Insurance,specialized equipment,Low use,Used,166,6665,0,434714
2018,22,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,22,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,22,Finance and Insurance,specialized equipment,Don't know,Unknown,171,11337,0,749973
2018,23,Finance and Insurance,artificial intelligence,Did not use,Did not use,716,6911,0,513534
2018,23,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Finance and Insurance,artificial intelligence,Low use,Used,15,1608,0,138195
2018,23,Finance and Insurance,artificial intelligence,Moderate use,Used,0,0,0,0
2018,23,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,23,Finance and Insurance,artificial intelligence,Don't know,Unknown,22,1121,0,89148
2018,23,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Finance and Insurance,cloud-based,Did not use,Did not use,494,2802,0,178980
2018,23,Finance and Insurance,cloud-based,Low use,Used,0,0,0,0
2018,23,Finance and Insurance,cloud-based,Moderate use,Used,118,7571,0,585081
2018,23,Finance and Insurance,cloud-based,High use,Used,58,2912,0,185535
2018,23,Finance and Insurance,cloud-based,Don't know,Unknown,77,2243,0,149782
2018,23,Finance and Insurance,specialized software,Did not use,Did not use,355,1233,0,69296
2018,23,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,23,Finance and Insurance,specialized software,Moderate use,Used,162,7188,0,553942
2018,23,Finance and Insurance,specialized software,High use,Used,114,3594,0,289679
2018,23,Finance and Insurance,specialized software,Don't know,Unknown,82,3371,0,226495
2018,23,Finance and Insurance,robotics,Did not use,Did not use,766,14120,0,975533
2018,23,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Finance and Insurance,robotics,Low use,Used,12,713,0,71269
2018,23,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,23,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,23,Finance and Insurance,robotics,Don't know,Unknown,19,1068,0,85031
2018,23,Finance and Insurance,specialized equipment,Did not use,Did not use,770,13281,0,935232
2018,23,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Finance and Insurance,specialized equipment,Low use,Used,0,0,0,0
2018,23,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,23,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,23,Finance and Insurance,specialized equipment,Don't know,Unknown,26,1945,0,148014
2018,24,Finance and Insurance,artificial intelligence,Did not use,Did not use,2742,30053,0,2511017
2018,24,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,59,3040,0,316506
2018,24,Finance and Insurance,artificial intelligence,Low use,Used,76,12958,0,2042234
2018,24,Finance and Insurance,artificial intelligence,Moderate use,Used,51,635,0,72273
2018,24,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,24,Finance and Insurance,artificial intelligence,Don't know,Unknown,135,21839,0,1804789
2018,24,Finance and Insurance,cloud-based,Did not use,Did not use,1370,7933,0,438096
2018,24,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Finance and Insurance,cloud-based,Low use,Used,195,3972,0,343374
2018,24,Finance and Insurance,cloud-based,Moderate use,Used,704,29197,0,3671147
2018,24,Finance and Insurance,cloud-based,High use,Used,700,12813,0,1513282
2018,24,Finance and Insurance,cloud-based,Don't know,Unknown,103,20201,0,1684499
2018,24,Finance and Insurance,specialized software,Did not use,Did not use,1094,4076,0,345616
2018,24,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Finance and Insurance,specialized software,Low use,Used,139,7770,0,799975
2018,24,Finance and Insurance,specialized software,Moderate use,Used,695,18412,0,2541955
2018,24,Finance and Insurance,specialized software,High use,Used,947,14215,0,1195894
2018,24,Finance and Insurance,specialized software,Don't know,Unknown,188,24484,0,1910624
2018,24,Finance and Insurance,robotics,Did not use,Did not use,2946,35971,0,3497882
2018,24,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Finance and Insurance,robotics,Low use,Used,61,15315,0,2227954
2018,24,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,24,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,24,Finance and Insurance,robotics,Don't know,Unknown,133,21127,0,1759519
2018,24,Finance and Insurance,specialized equipment,Did not use,Did not use,2745,32589,0,2836599
2018,24,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Finance and Insurance,specialized equipment,Low use,Used,102,15386,0,2668052
2018,24,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,24,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,24,Finance and Insurance,specialized equipment,Don't know,Unknown,146,25850,0,2143810
2018,25,Finance and Insurance,artificial intelligence,Did not use,Did not use,3486,62499,0,8587572
2018,25,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,25,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,20,12980,0,2672754
2018,25,Finance and Insurance,artificial intelligence,Low use,Used,91,5407,0,832912
2018,25,Finance and Insurance,artificial intelligence,Moderate use,Used,61,7207,0,842710
2018,25,Finance and Insurance,artificial intelligence,Don't know,Unknown,202,21430,0,3529103
2018,25,Finance and Insurance,cloud-based,Did not use,Did not use,1852,15332,0,2808570
2018,25,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Finance and Insurance,cloud-based,Low use,Used,395,6435,0,911360
2018,25,Finance and Insurance,cloud-based,Moderate use,Used,679,27833,0,3859134
2018,25,Finance and Insurance,cloud-based,High use,Used,777,38405,0,8084344
2018,25,Finance and Insurance,cloud-based,Don't know,Unknown,204,28768,0,4309878
2018,25,Finance and Insurance,specialized software,Did not use,Did not use,0,0,0,0
2018,25,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Finance and Insurance,specialized software,Low use,Used,400,8466,0,1740826
2018,25,Finance and Insurance,specialized software,Moderate use,Used,571,41463,0,7643478
2018,25,Finance and Insurance,specialized software,High use,Used,1268,26631,0,3788579
2018,25,Finance and Insurance,specialized software,Don't know,Unknown,239,30635,0,4609517
2018,25,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Finance and Insurance,robotics,Did not use,Did not use,3685,71915,0,10408259
2018,25,Finance and Insurance,robotics,Low use,Used,34,12162,0,2299829
2018,25,Finance and Insurance,robotics,Moderate use,Used,13,12356,0,4246270
2018,25,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,25,Finance and Insurance,robotics,Don't know,Unknown,174,18553,0,2763286
2018,25,Finance and Insurance,specialized equipment,Did not use,Did not use,3458,80740,0,11995999
2018,25,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Finance and Insurance,specialized equipment,Low use,Used,63,4092,0,432140
2018,25,Finance and Insurance,specialized equipment,Moderate use,Used,188,14959,0,4287397
2018,25,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,25,Finance and Insurance,specialized equipment,Don't know,Unknown,200,18248,0,3049426
2018,26,Finance and Insurance,artificial intelligence,Did not use,Did not use,4532,69864,0,5042809
2018,26,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,55,5797,0,410805
2018,26,Finance and Insurance,artificial intelligence,Low use,Used,220,31003,0,2800136
2018,26,Finance and Insurance,artificial intelligence,Moderate use,Used,160,1097,0,119756
2018,26,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,26,Finance and Insurance,artificial intelligence,Don't know,Unknown,206,28915,0,2601026
2018,26,Finance and Insurance,cloud-based,Did not use,Did not use,2122,9336,0,508140
2018,26,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Finance and Insurance,cloud-based,Low use,Used,826,30045,0,2748439
2018,26,Finance and Insurance,cloud-based,Moderate use,Used,621,55636,0,4185910
2018,26,Finance and Insurance,cloud-based,High use,Used,1225,11513,0,1021876
2018,26,Finance and Insurance,cloud-based,Don't know,Unknown,390,28429,0,2449131
2018,26,Finance and Insurance,specialized software,Did not use,Did not use,1707,7468,0,486095
2018,26,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Finance and Insurance,specialized software,Low use,Used,326,20023,0,1782100
2018,26,Finance and Insurance,specialized software,Moderate use,Used,1142,26511,0,2184212
2018,26,Finance and Insurance,specialized software,High use,Used,1669,46157,0,3488812
2018,26,Finance and Insurance,specialized software,Don't know,Unknown,292,35533,0,3037337
2018,26,Finance and Insurance,robotics,Did not use,Did not use,4966,99702,0,7751414
2018,26,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,26,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Finance and Insurance,robotics,Low use,Used,21,6513,0,507810
2018,26,Finance and Insurance,robotics,Moderate use,Used,13,4078,0,347844
2018,26,Finance and Insurance,robotics,Don't know,Unknown,213,24778,0,2169931
2018,26,Finance and Insurance,specialized equipment,Did not use,Did not use,4510,91100,0,7091418
2018,26,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Finance and Insurance,specialized equipment,Low use,Used,240,8132,0,788675
2018,26,Finance and Insurance,specialized equipment,Moderate use,Used,191,7257,0,525548
2018,26,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,26,Finance and Insurance,specialized equipment,Don't know,Unknown,274,29892,0,2505451
2018,27,Finance and Insurance,robotics,Don't know,Unknown,238,32692,0,2959735
2018,27,Finance and Insurance,specialized equipment,Did not use,Did not use,4108,79654,0,7692261
2018,27,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Finance and Insurance,specialized equipment,Low use,Used,221,4075,0,339937
2018,27,Finance and Insurance,specialized equipment,Moderate use,Used,159,1410,0,129979
2018,27,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,27,Finance and Insurance,specialized equipment,Don't know,Unknown,381,34840,0,3305510
2018,27,Finance and Insurance,artificial intelligence,Did not use,Did not use,4430,66185,0,6080614
2018,27,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,12,5086,0,563320
2018,27,Finance and Insurance,artificial intelligence,Low use,Used,138,11837,0,1200293
2018,27,Finance and Insurance,artificial intelligence,Moderate use,Used,119,2678,0,438323
2018,27,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,27,Finance and Insurance,artificial intelligence,Don't know,Unknown,279,35582,0,3305367
2018,27,Finance and Insurance,cloud-based,Did not use,Did not use,2269,35811,0,3441956
2018,27,Finance and Insurance,cloud-based,Moderate use,Used,791,26850,0,3181578
2018,27,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Finance and Insurance,cloud-based,Low use,Used,437,12244,0,1089470
2018,27,Finance and Insurance,cloud-based,High use,Used,1251,13346,0,1097890
2018,27,Finance and Insurance,cloud-based,Don't know,Unknown,226,33275,0,3016905
2018,27,Finance and Insurance,specialized software,Did not use,Did not use,1790,31062,0,2812905
2018,27,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Finance and Insurance,specialized software,Low use,Used,204,2959,0,268263
2018,27,Finance and Insurance,specialized software,Moderate use,Used,695,26543,0,2548519
2018,27,Finance and Insurance,specialized software,High use,Used,1917,23996,0,2354411
2018,27,Finance and Insurance,specialized software,Don't know,Unknown,372,36390,0,3581249
2018,27,Finance and Insurance,robotics,Did not use,Did not use,4591,67841,0,6037132
2018,27,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Finance and Insurance,robotics,Low use,Used,126,15329,0,1819210
2018,27,Finance and Insurance,robotics,Moderate use,Used,13,4613,0,671118
2018,27,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,28,Finance and Insurance,artificial intelligence,Did not use,Did not use,1497,12967,0,656263
2018,28,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Finance and Insurance,artificial intelligence,Low use,Used,14,4560,0,289461
2018,28,Finance and Insurance,artificial intelligence,Moderate use,Used,0,0,0,0
2018,28,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,28,Finance and Insurance,artificial intelligence,Don't know,Unknown,77,3254,0,208594
2018,28,Finance and Insurance,cloud-based,Did not use,Did not use,915,8079,0,374261
2018,28,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Finance and Insurance,cloud-based,Low use,Used,66,3195,0,170760
2018,28,Finance and Insurance,cloud-based,Moderate use,Used,273,5899,0,391144
2018,28,Finance and Insurance,cloud-based,High use,Used,436,4164,0,219520
2018,28,Finance and Insurance,cloud-based,Don't know,Unknown,62,2476,0,185114
2018,28,Finance and Insurance,specialized software,Did not use,Did not use,718,4187,0,147536
2018,28,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,28,Finance and Insurance,specialized software,Moderate use,Used,125,6740,0,439016
2018,28,Finance and Insurance,specialized software,High use,Used,675,6777,0,400570
2018,28,Finance and Insurance,specialized software,Don't know,Unknown,126,4626,0,291691
2018,28,Finance and Insurance,robotics,Did not use,Did not use,1663,19785,0,1086502
2018,28,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Finance and Insurance,robotics,Low use,Used,12,2158,0,122182
2018,28,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,28,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,28,Finance and Insurance,robotics,Don't know,Unknown,72,1749,0,121306
2018,28,Finance and Insurance,specialized equipment,Did not use,Did not use,1436,14170,0,725694
2018,28,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,28,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Finance and Insurance,specialized equipment,Low use,Used,89,4572,0,318716
2018,28,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,28,Finance and Insurance,specialized equipment,Don't know,Unknown,84,4577,0,271006
2018,29,Finance and Insurance,artificial intelligence,Did not use,Did not use,4712,73944,0,5214284
2018,29,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,16,1848,0,179251
2018,29,Finance and Insurance,artificial intelligence,Low use,Used,241,9197,0,723144
2018,29,Finance and Insurance,artificial intelligence,Moderate use,Used,63,4205,0,299572
2018,29,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,29,Finance and Insurance,artificial intelligence,Don't know,Unknown,198,25497,0,2489326
2018,29,Finance and Insurance,cloud-based,Did not use,Did not use,2396,19869,0,1212871
2018,29,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Finance and Insurance,cloud-based,Low use,Used,744,20603,0,1627252
2018,29,Finance and Insurance,cloud-based,Don't know,Unknown,425,25207,0,2385180
2018,29,Finance and Insurance,cloud-based,Moderate use,Used,560,30196,0,2597069
2018,29,Finance and Insurance,cloud-based,High use,Used,1274,21833,0,1544709
2018,29,Finance and Insurance,specialized software,Did not use,Did not use,1607,18519,0,1206254
2018,29,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Finance and Insurance,specialized software,Low use,Used,558,9740,0,643275
2018,29,Finance and Insurance,specialized software,Moderate use,Used,920,14857,0,1178813
2018,29,Finance and Insurance,specialized software,High use,Used,1691,45457,0,3327315
2018,29,Finance and Insurance,specialized software,Don't know,Unknown,451,29071,0,3000077
2018,29,Finance and Insurance,robotics,Did not use,Did not use,5133,73963,0,5029559
2018,29,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Finance and Insurance,robotics,Low use,Used,30,10865,0,1091478
2018,29,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,29,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,29,Finance and Insurance,robotics,Don't know,Unknown,224,21236,0,2125931
2018,29,Finance and Insurance,specialized equipment,Low use,Used,120,16004,0,1302068
2018,29,Finance and Insurance,specialized equipment,Did not use,Did not use,4779,70570,0,5022970
2018,29,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Finance and Insurance,specialized equipment,Moderate use,Used,210,3150,0,180790
2018,29,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,29,Finance and Insurance,specialized equipment,Don't know,Unknown,238,23536,0,2314608
2018,30,Finance and Insurance,artificial intelligence,Did not use,Did not use,869,8377,0,552056
2018,30,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Finance and Insurance,artificial intelligence,Low use,Used,0,0,0,0
2018,30,Finance and Insurance,artificial intelligence,Moderate use,Used,0,0,0,0
2018,30,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,30,Finance and Insurance,artificial intelligence,Don't know,Unknown,51,2444,0,147678
2018,30,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Finance and Insurance,cloud-based,Did not use,Did not use,435,1409,0,65015
2018,30,Finance and Insurance,cloud-based,Low use,Used,0,0,0,0
2018,30,Finance and Insurance,cloud-based,Moderate use,Used,68,4376,0,299190
2018,30,Finance and Insurance,cloud-based,High use,Used,349,1827,0,90953
2018,30,Finance and Insurance,cloud-based,Don't know,Unknown,13,2436,0,147675
2018,30,Finance and Insurance,specialized software,Did not use,Did not use,271,1720,0,107213
2018,30,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,30,Finance and Insurance,specialized software,Moderate use,Used,151,3157,0,254928
2018,30,Finance and Insurance,specialized software,High use,Used,522,3955,0,213154
2018,30,Finance and Insurance,specialized software,Don't know,Unknown,17,2463,0,148691
2018,30,Finance and Insurance,robotics,Did not use,Did not use,953,8582,0,551290
2018,30,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Finance and Insurance,robotics,Low use,Used,0,0,0,0
2018,30,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,30,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,30,Finance and Insurance,robotics,Don't know,Unknown,12,2436,0,147636
2018,30,Finance and Insurance,specialized equipment,Did not use,Did not use,913,6312,0,374261
2018,30,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Finance and Insurance,specialized equipment,Low use,Used,0,0,0,0
2018,30,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,30,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,30,Finance and Insurance,specialized equipment,Don't know,Unknown,18,2405,0,179070
2018,31,Finance and Insurance,artificial intelligence,Did not use,Did not use,1672,19947,0,1274766
2018,31,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Finance and Insurance,artificial intelligence,Low use,Used,74,14652,0,1028068
2018,31,Finance and Insurance,artificial intelligence,Moderate use,Used,18,5770,0,512872
2018,31,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,31,Finance and Insurance,artificial intelligence,Don't know,Unknown,106,12010,0,858107
2018,31,Finance and Insurance,cloud-based,Did not use,Did not use,750,5001,0,272818
2018,31,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Finance and Insurance,cloud-based,Low use,Used,368,13073,0,900070
2018,31,Finance and Insurance,cloud-based,Moderate use,Used,449,16839,0,1349586
2018,31,Finance and Insurance,cloud-based,High use,Used,248,8828,0,620002
2018,31,Finance and Insurance,cloud-based,Don't know,Unknown,62,10734,0,728710
2018,31,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Finance and Insurance,specialized software,Did not use,Did not use,874,9632,0,643817
2018,31,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,31,Finance and Insurance,specialized software,Moderate use,Used,265,5376,0,331154
2018,31,Finance and Insurance,specialized software,High use,Used,519,23913,0,1723388
2018,31,Finance and Insurance,specialized software,Don't know,Unknown,69,12413,0,882232
2018,31,Finance and Insurance,robotics,Did not use,Did not use,1787,34282,0,2385955
2018,31,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Finance and Insurance,robotics,Low use,Used,19,623,0,47922
2018,31,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,31,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,31,Finance and Insurance,robotics,Don't know,Unknown,66,14483,0,1076370
2018,31,Finance and Insurance,specialized equipment,Did not use,Did not use,1727,33633,0,2445411
2018,31,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Finance and Insurance,specialized equipment,Low use,Used,20,4928,0,298918
2018,31,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,31,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,31,Finance and Insurance,specialized equipment,Don't know,Unknown,71,14166,0,1042285
2018,32,Finance and Insurance,artificial intelligence,Did not use,Did not use,1680,12549,0,827679
2018,32,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Finance and Insurance,artificial intelligence,Low use,Used,75,1948,0,108324
2018,32,Finance and Insurance,artificial intelligence,Moderate use,Used,15,473,0,43574
2018,32,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,32,Finance and Insurance,artificial intelligence,Don't know,Unknown,110,9459,0,680286
2018,32,Finance and Insurance,cloud-based,Low use,Used,296,1801,0,106245
2018,32,Finance and Insurance,cloud-based,Did not use,Did not use,921,7336,0,444440
2018,32,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Finance and Insurance,cloud-based,Moderate use,Used,272,5163,0,402883
2018,32,Finance and Insurance,cloud-based,High use,Used,274,3022,0,243149
2018,32,Finance and Insurance,cloud-based,Don't know,Unknown,119,7557,0,514180
2018,32,Finance and Insurance,specialized software,Did not use,Did not use,944,6582,0,410519
2018,32,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Finance and Insurance,specialized software,Low use,Used,85,2201,0,123154
2018,32,Finance and Insurance,specialized software,Moderate use,Used,166,3052,0,310189
2018,32,Finance and Insurance,specialized software,High use,Used,470,5096,0,331359
2018,32,Finance and Insurance,specialized software,Don't know,Unknown,184,7914,0,536614
2018,32,Finance and Insurance,robotics,Did not use,Did not use,1784,15238,0,1006189
2018,32,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Finance and Insurance,robotics,Low use,Used,20,1344,0,96054
2018,32,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,32,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,32,Finance and Insurance,robotics,Don't know,Unknown,72,7946,0,574019
2018,32,Finance and Insurance,specialized equipment,Did not use,Did not use,1652,15502,0,1045066
2018,32,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Finance and Insurance,specialized equipment,Low use,Used,92,557,0,39628
2018,32,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,32,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,32,Finance and Insurance,specialized equipment,Don't know,Unknown,132,8568,0,601143
2018,34,Finance and Insurance,artificial intelligence,Did not use,Did not use,4201,55056,0,5260563
2018,34,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,139,18971,0,3588295
2018,34,Finance and Insurance,artificial intelligence,Low use,Used,110,11776,0,1373296
2018,34,Finance and Insurance,artificial intelligence,Moderate use,Used,60,9571,0,1399897
2018,34,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,34,Finance and Insurance,artificial intelligence,Don't know,Unknown,497,34166,0,4235708
2018,34,Finance and Insurance,cloud-based,Moderate use,Used,1035,40497,0,5945705
2018,34,Finance and Insurance,cloud-based,Did not use,Did not use,2289,20191,0,1872603
2018,34,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Finance and Insurance,cloud-based,Low use,Used,499,5742,0,777993
2018,34,Finance and Insurance,cloud-based,High use,Used,695,31382,0,3293652
2018,34,Finance and Insurance,cloud-based,Don't know,Unknown,499,31911,0,4026235
2018,34,Finance and Insurance,specialized software,Did not use,Did not use,1778,16288,0,1561726
2018,34,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Finance and Insurance,specialized software,Low use,Used,588,6243,0,669372
2018,34,Finance and Insurance,specialized software,Moderate use,Used,714,30923,0,5120103
2018,34,Finance and Insurance,specialized software,High use,Used,1433,41886,0,3904398
2018,34,Finance and Insurance,specialized software,Don't know,Unknown,499,34588,0,4733259
2018,34,Finance and Insurance,robotics,Did not use,Did not use,4609,61654,0,5758052
2018,34,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Finance and Insurance,robotics,Low use,Used,28,20922,0,4079156
2018,34,Finance and Insurance,robotics,Moderate use,Used,16,3611,0,528466
2018,34,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,34,Finance and Insurance,specialized equipment,Did not use,Did not use,4376,78067,0,9038666
2018,34,Finance and Insurance,robotics,Don't know,Unknown,402,39266,0,4995117
2018,34,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Finance and Insurance,specialized equipment,Low use,Used,145,8804,0,949792
2018,34,Finance and Insurance,specialized equipment,Moderate use,Used,58,5510,0,964779
