state,naics2017,firms_using_artificial_intelligence,firms_using_cloud_based,firms_using_robotics,firms_using_specialized_equipment,firms_using_specialized_software,emp_using_artificial_intelligence,emp_using_cloud_based,emp_using_robotics,emp_using_specialized_equipment,emp_using_specialized_software
55,62,0,2879,0,563,3393,0,76281,0,9147,75608
55,71,0,300,0,0,419,0,3556,0,0,5504
55,72,0,1784,0,1072,2454,0,53324,0,34751,73123
55,81,0,1413,0,2258,2737,0,12094,0,11682,19674
55,99,0,0,0,0,0,0,0,0,0,0
56,00,335,4126,274,2460,5118,18481,105839,17950,47150,93843
56,11,0,0,0,0,0,0,0,0,0,0
56,21,0,95,0,60,104,0,7493,0,3190,7692
56,22,0,0,0,0,0,0,0,0,0,0
56,23,0,174,0,0,262,0,4747,0,0,1895
56,31-33,0,130,0,102,92,0,5170,0,3287,3399
56,42,0,70,0,75,101,0,2330,0,2308,2505
56,44-45,0,344,0,327,744,0,14989,0,6171,16921
56,48-49,0,119,0,73,100,0,4035,0,3256,3844
56,51,0,86,0,0,77,0,1165,0,0,1119
56,52,0,20,0,0,239,0,1039,0,0,3391
56,53,0,123,0,0,199,0,624,0,0,1516
56,54,0,536,0,212,1014,0,2434,0,2060,4130
56,55,0,0,0,0,0,0,0,0,0,0
56,56,0,0,0,0,0,0,0,0,0,0
56,61,0,0,0,0,0,0,0,0,0,0
56,62,0,0,0,0,219,0,0,0,0,2300
56,71,0,0,0,0,0,0,0,0,0,0
56,72,0,0,0,0,78,0,0,0,0,1724
56,81,0,0,0,0,0,0,0,0,0,0
56,99,0,0,0,0,0,0,0,0,0,0
