state,naics_sector,impact,n_firms,n_emp
47,53,Decreased number of workers employed by this business,0,0
47,53,Did not change number of workers employed by this business,0,0
47,53,Increased skill level of workers employed by this business,0,0
47,53,Decreased skill level of workers employed by this business,0,0
47,53,Did not change skill level of workers employed by this business,0,0
47,53,"Not applicable, did not employ workers with STEM skills",0,0
47,53,Increased STEM skills of workers employed by this business,0,0
47,53,Decreased STEM skills of workers employed by this business,0,0
47,53,Did not change STEM skills of workers employed by this business,0,0
48,53,Increased number of workers employed by this business,0,0
48,53,Decreased number of workers employed by this business,0,0
48,53,Did not change number of workers employed by this business,351,6654
48,53,Increased STEM skills of workers employed by this business,138,3639
48,53,Increased skill level of workers employed by this business,223,2690
48,53,Decreased skill level of workers employed by this business,0,0
48,53,Did not change skill level of workers employed by this business,263,6900
48,53,Decreased STEM skills of workers employed by this business,0,0
48,53,Did not change STEM skills of workers employed by this business,0,0
48,53,"Not applicable, did not employ workers with STEM skills",0,0
49,53,Increased number of workers employed by this business,0,0
49,53,Decreased number of workers employed by this business,0,0
49,53,Did not change number of workers employed by this business,0,0
49,53,Increased skill level of workers employed by this business,0,0
49,53,Decreased skill level of workers employed by this business,0,0
49,53,Did not change skill level of workers employed by this business,0,0
49,53,Increased STEM skills of workers employed by this business,0,0
49,53,Decreased STEM skills of workers employed by this business,0,0
49,53,Did not change STEM skills of workers employed by this business,0,0
49,53,"Not applicable, did not employ workers with STEM skills",0,0
50,53,Increased number of workers employed by this business,0,0
50,53,Decreased number of workers employed by this business,0,0
50,53,Decreased skill level of workers employed by this business,0,0
50,53,Did not change number of workers employed by this business,0,0
50,53,Increased skill level of workers employed by this business,0,0
50,53,Did not change skill level of workers employed by this business,0,0
50,53,Increased STEM skills of workers employed by this business,0,0
50,53,Decreased STEM skills of workers employed by this business,0,0
50,53,Did not change STEM skills of workers employed by this business,0,0
50,53,"Not applicable, did not employ workers with STEM skills",0,0
51,53,Increased number of workers employed by this business,0,0
51,53,Decreased skill level of workers employed by this business,0,0
51,53,Decreased number of workers employed by this business,0,0
51,53,Did not change number of workers employed by this business,0,0
51,53,Increased skill level of workers employed by this business,0,0
51,53,Did not change skill level of workers employed by this business,0,0
51,53,Increased STEM skills of workers employed by this business,0,0
51,53,Decreased STEM skills of workers employed by this business,0,0
51,53,Did not change STEM skills of workers employed by this business,0,0
51,53,"Not applicable, did not employ workers with STEM skills",0,0
53,53,Increased number of workers employed by this business,0,0
53,53,Decreased skill level of workers employed by this business,0,0
53,53,Decreased number of workers employed by this business,0,0
53,53,Did not change number of workers employed by this business,0,0
53,53,Increased skill level of workers employed by this business,0,0
53,53,Did not change skill level of workers employed by this business,0,0
53,53,Increased STEM skills of workers employed by this business,0,0
53,53,Decreased STEM skills of workers employed by this business,0,0
53,53,Did not change STEM skills of workers employed by this business,0,0
53,53,"Not applicable, did not employ workers with STEM skills",0,0
54,53,Increased number of workers employed by this business,0,0
54,53,Decreased number of workers employed by this business,0,0
54,53,Did not change number of workers employed by this business,0,0
54,53,Increased skill level of workers employed by this business,0,0
54,53,Decreased skill level of workers employed by this business,0,0
54,53,Did not change skill level of workers employed by this business,0,0
54,53,Increased STEM skills of workers employed by this business,0,0
54,53,Decreased STEM skills of workers employed by this business,0,0
54,53,Did not change STEM skills of workers employed by this business,0,0
54,53,"Not applicable, did not employ workers with STEM skills",0,0
55,53,Increased number of workers employed by this business,0,0
55,53,Decreased number of workers employed by this business,0,0
55,53,Did not change number of workers employed by this business,0,0
55,53,Increased skill level of workers employed by this business,0,0
55,53,Decreased skill level of workers employed by this business,0,0
55,53,Did not change skill level of workers employed by this business,0,0
55,53,Increased STEM skills of workers employed by this business,0,0
55,53,Decreased STEM skills of workers employed by this business,0,0
55,53,Did not change STEM skills of workers employed by this business,0,0
55,53,"Not applicable, did not employ workers with STEM skills",0,0
56,53,Increased number of workers employed by this business,0,0
56,53,Decreased number of workers employed by this business,0,0
56,53,Decreased skill level of workers employed by this business,0,0
56,53,Did not change number of workers employed by this business,0,0
56,53,Increased skill level of workers employed by this business,0,0
56,53,Did not change skill level of workers employed by this business,0,0
56,53,Increased STEM skills of workers employed by this business,0,0
56,53,Decreased STEM skills of workers employed by this business,0,0
56,53,Did not change STEM skills of workers employed by this business,0,0
56,53,"Not applicable, did not employ workers with STEM skills",0,0
01,54,Increased number of workers employed by this business,74,2247
01,54,Decreased number of workers employed by this business,0,0
01,54,Did not change number of workers employed by this business,354,12055
01,54,Increased skill level of workers employed by this business,216,4151
01,54,Decreased skill level of workers employed by this business,0,0
01,54,Did not change skill level of workers employed by this business,272,10960
01,54,Increased STEM skills of workers employed by this business,372,5937
01,54,Did not change STEM skills of workers employed by this business,98,9086
01,54,Decreased STEM skills of workers employed by this business,0,0
01,54,"Not applicable, did not employ workers with STEM skills",0,0
02,54,Increased number of workers employed by this business,0,0
02,54,Decreased number of workers employed by this business,0,0
02,54,Did not change number of workers employed by this business,47,820
02,54,Increased skill level of workers employed by this business,34,1018
02,54,Decreased skill level of workers employed by this business,0,0
02,54,Did not change skill level of workers employed by this business,24,146
02,54,Increased STEM skills of workers employed by this business,0,0
02,54,Decreased STEM skills of workers employed by this business,0,0
02,54,Did not change STEM skills of workers employed by this business,35,132
02,54,"Not applicable, did not employ workers with STEM skills",0,0
04,54,Increased number of workers employed by this business,146,5097
04,54,Decreased number of workers employed by this business,120,2369
04,54,Did not change number of workers employed by this business,561,7598
04,54,Increased skill level of workers employed by this business,277,4308
04,54,Decreased skill level of workers employed by this business,0,0
04,54,Did not change skill level of workers employed by this business,508,10632
04,54,Increased STEM skills of workers employed by this business,182,3260
04,54,Decreased STEM skills of workers employed by this business,0,0
04,54,Did not change STEM skills of workers employed by this business,472,10373
04,54,"Not applicable, did not employ workers with STEM skills",171,1379
05,54,Increased number of workers employed by this business,0,0
05,54,Decreased number of workers employed by this business,0,0
05,54,Did not change skill level of workers employed by this business,217,1848
05,54,Did not change number of workers employed by this business,246,2261
05,54,Increased skill level of workers employed by this business,45,1262
05,54,Decreased skill level of workers employed by this business,0,0
05,54,Increased STEM skills of workers employed by this business,48,1223
05,54,Decreased STEM skills of workers employed by this business,0,0
05,54,Did not change STEM skills of workers employed by this business,128,1647
05,54,"Not applicable, did not employ workers with STEM skills",0,0
06,54,Decreased number of workers employed by this business,327,30644
06,54,Increased number of workers employed by this business,1111,53865
06,54,Did not change number of workers employed by this business,4943,104613
06,54,Increased skill level of workers employed by this business,2796,93275
06,54,Decreased skill level of workers employed by this business,0,0
06,54,Did not change skill level of workers employed by this business,3575,73750
06,54,Increased STEM skills of workers employed by this business,2688,92800
06,54,Decreased STEM skills of workers employed by this business,0,0
06,54,Did not change STEM skills of workers employed by this business,2354,56845
06,54,"Not applicable, did not employ workers with STEM skills",1293,17872
08,54,Increased number of workers employed by this business,187,4815
08,54,Decreased number of workers employed by this business,0,0
08,54,Did not change number of workers employed by this business,1205,25260
08,54,Increased skill level of workers employed by this business,687,10323
08,54,Decreased skill level of workers employed by this business,0,0
08,54,Did not change skill level of workers employed by this business,727,20814
08,54,Increased STEM skills of workers employed by this business,656,11297
08,54,Decreased STEM skills of workers employed by this business,0,0
08,54,Did not change STEM skills of workers employed by this business,549,17887
08,54,"Not applicable, did not employ workers with STEM skills",0,0
09,54,Increased number of workers employed by this business,0,0
09,54,Decreased number of workers employed by this business,0,0
09,54,Did not change number of workers employed by this business,373,9510
09,54,Increased skill level of workers employed by this business,121,6678
09,54,Decreased skill level of workers employed by this business,0,0
09,54,Did not change STEM skills of workers employed by this business,230,7971
09,54,Did not change skill level of workers employed by this business,287,10241
09,54,Increased STEM skills of workers employed by this business,132,8352
09,54,Decreased STEM skills of workers employed by this business,0,0
09,54,"Not applicable, did not employ workers with STEM skills",45,596
10,54,Increased number of workers employed by this business,37,806
10,54,Decreased number of workers employed by this business,0,0
10,54,Did not change number of workers employed by this business,156,2534
10,54,Increased skill level of workers employed by this business,118,2179
10,54,Decreased skill level of workers employed by this business,0,0
10,54,Did not change skill level of workers employed by this business,82,1284
10,54,Increased STEM skills of workers employed by this business,90,2148
10,54,Decreased STEM skills of workers employed by this business,0,0
10,54,Did not change STEM skills of workers employed by this business,86,1092
10,54,"Not applicable, did not employ workers with STEM skills",0,0
12,54,Increased number of workers employed by this business,553,13924
12,54,Decreased number of workers employed by this business,263,7169
12,54,Did not change number of workers employed by this business,2661,36448
12,54,Increased skill level of workers employed by this business,1421,26086
12,54,Decreased skill level of workers employed by this business,0,0
12,54,Did not change skill level of workers employed by this business,2057,31454
12,54,Increased STEM skills of workers employed by this business,1337,33108
12,54,Decreased STEM skills of workers employed by this business,0,0
12,54,Did not change STEM skills of workers employed by this business,1265,18823
12,54,"Not applicable, did not employ workers with STEM skills",875,5609
11,54,Decreased number of workers employed by this business,0,0
11,54,Increased number of workers employed by this business,56,3257
11,54,Did not change number of workers employed by this business,374,11393
11,54,Increased skill level of workers employed by this business,241,9509
11,54,Decreased skill level of workers employed by this business,0,0
11,54,Did not change skill level of workers employed by this business,252,7879
11,54,Increased STEM skills of workers employed by this business,211,8499
11,54,Decreased STEM skills of workers employed by this business,0,0
11,54,Did not change STEM skills of workers employed by this business,175,6971
11,54,"Not applicable, did not employ workers with STEM skills",107,1919
13,54,Increased number of workers employed by this business,49,9536
13,54,Decreased number of workers employed by this business,0,0
13,54,Did not change number of workers employed by this business,1031,23382
13,54,Increased skill level of workers employed by this business,504,15901
13,54,Decreased skill level of workers employed by this business,0,0
13,54,Did not change skill level of workers employed by this business,591,18874
13,54,Increased STEM skills of workers employed by this business,465,19659
13,54,Decreased STEM skills of workers employed by this business,0,0
13,54,Did not change STEM skills of workers employed by this business,290,13397
13,54,"Not applicable, did not employ workers with STEM skills",338,1719
15,54,Increased number of workers employed by this business,0,0
15,54,Decreased number of workers employed by this business,0,0
15,54,Did not change number of workers employed by this business,156,1230
15,54,Increased skill level of workers employed by this business,37,986
15,54,Decreased skill level of workers employed by this business,0,0
15,54,Did not change skill level of workers employed by this business,157,943
15,54,Increased STEM skills of workers employed by this business,42,1002
15,54,Decreased STEM skills of workers employed by this business,0,0
15,54,Did not change STEM skills of workers employed by this business,65,700
15,54,"Not applicable, did not employ workers with STEM skills",0,0
16,54,Did not change number of workers employed by this business,105,8759
16,54,Increased number of workers employed by this business,0,0
16,54,Decreased number of workers employed by this business,0,0
16,54,Increased skill level of workers employed by this business,78,1014
16,54,Decreased skill level of workers employed by this business,0,0
16,54,Did not change skill level of workers employed by this business,73,8352
16,54,Increased STEM skills of workers employed by this business,84,2064
16,54,Decreased STEM skills of workers employed by this business,0,0
16,54,Did not change STEM skills of workers employed by this business,64,7255
16,54,"Not applicable, did not employ workers with STEM skills",0,0
17,54,Increased number of workers employed by this business,207,12635
17,54,Decreased number of workers employed by this business,65,2610
17,54,Did not change number of workers employed by this business,1244,42192
17,54,Increased skill level of workers employed by this business,588,28539
17,54,Decreased skill level of workers employed by this business,0,0
17,54,Did not change skill level of workers employed by this business,926,28843
17,54,Increased STEM skills of workers employed by this business,389,27929
17,54,Decreased STEM skills of workers employed by this business,0,0
17,54,Did not change STEM skills of workers employed by this business,751,26174
17,54,"Not applicable, did not employ workers with STEM skills",374,3283
18,54,Decreased number of workers employed by this business,0,0
18,54,Increased number of workers employed by this business,29,1246
18,54,Did not change number of workers employed by this business,635,29021
18,54,Increased skill level of workers employed by this business,138,21031
18,54,Decreased skill level of workers employed by this business,0,0
18,54,Did not change skill level of workers employed by this business,578,11842
18,54,Increased STEM skills of workers employed by this business,220,21174
18,54,Decreased STEM skills of workers employed by this business,0,0
18,54,Did not change STEM skills of workers employed by this business,209,10467
18,54,"Not applicable, did not employ workers with STEM skills",288,1231
19,54,Increased number of workers employed by this business,0,0
19,54,Decreased number of workers employed by this business,0,0
19,54,Did not change number of workers employed by this business,298,5791
19,54,Increased skill level of workers employed by this business,115,5973
19,54,Decreased skill level of workers employed by this business,0,0
19,54,Did not change skill level of workers employed by this business,208,4153
19,54,Increased STEM skills of workers employed by this business,81,5924
19,54,Decreased STEM skills of workers employed by this business,0,0
19,54,Did not change STEM skills of workers employed by this business,225,2637
19,54,"Not applicable, did not employ workers with STEM skills",0,0
20,54,Increased number of workers employed by this business,16,1453
20,54,Decreased number of workers employed by this business,0,0
20,54,Did not change number of workers employed by this business,130,3541
20,54,Increased skill level of workers employed by this business,55,3601
20,54,Decreased skill level of workers employed by this business,0,0
20,54,Did not change skill level of workers employed by this business,98,1527
20,54,Increased STEM skills of workers employed by this business,50,3773
20,54,Decreased STEM skills of workers employed by this business,0,0
20,54,Did not change STEM skills of workers employed by this business,75,963
20,54,"Not applicable, did not employ workers with STEM skills",30,400
21,54,Increased number of workers employed by this business,21,368
21,54,Decreased number of workers employed by this business,0,0
21,54,Did not change number of workers employed by this business,277,4939
21,54,Increased skill level of workers employed by this business,104,1843
21,54,Decreased skill level of workers employed by this business,0,0
21,54,Did not change skill level of workers employed by this business,198,8725
21,54,Increased STEM skills of workers employed by this business,108,1851
21,54,Decreased STEM skills of workers employed by this business,0,0
21,54,Did not change STEM skills of workers employed by this business,176,7992
21,54,"Not applicable, did not employ workers with STEM skills",0,0
22,54,Increased number of workers employed by this business,31,1639
22,54,Decreased number of workers employed by this business,0,0
22,54,Did not change number of workers employed by this business,335,7372
22,54,Increased skill level of workers employed by this business,0,0
22,54,Decreased skill level of workers employed by this business,0,0
22,54,Did not change skill level of workers employed by this business,246,3029
22,54,Increased STEM skills of workers employed by this business,0,0
22,54,Decreased STEM skills of workers employed by this business,0,0
22,54,Did not change STEM skills of workers employed by this business,91,2166
22,54,"Not applicable, did not employ workers with STEM skills",0,0
23,54,Increased number of workers employed by this business,0,0
23,54,Decreased skill level of workers employed by this business,0,0
23,54,Decreased number of workers employed by this business,0,0
23,54,Did not change number of workers employed by this business,279,3015
23,54,Increased skill level of workers employed by this business,0,0
23,54,Did not change skill level of workers employed by this business,198,2060
23,54,Increased STEM skills of workers employed by this business,50,589
23,54,Decreased STEM skills of workers employed by this business,0,0
23,54,Did not change STEM skills of workers employed by this business,0,0
23,54,"Not applicable, did not employ workers with STEM skills",0,0
24,54,Increased number of workers employed by this business,161,3049
24,54,Decreased number of workers employed by this business,0,0
24,54,Did not change number of workers employed by this business,688,30832
24,54,Increased skill level of workers employed by this business,475,14458
24,54,Decreased skill level of workers employed by this business,0,0
24,54,Did not change skill level of workers employed by this business,427,25250
24,54,Increased STEM skills of workers employed by this business,593,23661
24,54,Decreased STEM skills of workers employed by this business,0,0
24,54,Did not change STEM skills of workers employed by this business,266,15564
24,54,"Not applicable, did not employ workers with STEM skills",0,0
25,54,Increased number of workers employed by this business,184,16626
25,54,Decreased number of workers employed by this business,18,1929
25,54,Did not change number of workers employed by this business,974,31607
25,54,Increased skill level of workers employed by this business,476,24270
25,54,Decreased skill level of workers employed by this business,0,0
25,54,Did not change skill level of workers employed by this business,697,25844
25,54,Increased STEM skills of workers employed by this business,391,25706
25,54,Decreased STEM skills of workers employed by this business,0,0
25,54,Did not change STEM skills of workers employed by this business,642,20124
25,54,"Not applicable, did not employ workers with STEM skills",141,4285
26,54,Increased number of workers employed by this business,0,0
26,54,Decreased number of workers employed by this business,0,0
26,54,Did not change number of workers employed by this business,539,15332
26,54,Increased skill level of workers employed by this business,342,29891
26,54,Decreased skill level of workers employed by this business,0,0
26,54,Did not change skill level of workers employed by this business,372,12455
26,54,Increased STEM skills of workers employed by this business,376,30536
26,54,Did not change STEM skills of workers employed by this business,154,9863
26,54,Decreased STEM skills of workers employed by this business,0,0
26,54,"Not applicable, did not employ workers with STEM skills",184,1947
27,54,Increased number of workers employed by this business,133,3828
27,54,Decreased number of workers employed by this business,0,0
27,54,Did not change skill level of workers employed by this business,552,9488
27,54,Did not change number of workers employed by this business,773,11860
27,54,Increased skill level of workers employed by this business,380,8698
27,54,Decreased skill level of workers employed by this business,0,0
27,54,Increased STEM skills of workers employed by this business,471,8792
27,54,Decreased STEM skills of workers employed by this business,0,0
27,54,Did not change STEM skills of workers employed by this business,316,7860
27,54,"Not applicable, did not employ workers with STEM skills",143,1513
28,54,Did not change number of workers employed by this business,214,1830
28,54,Increased number of workers employed by this business,0,0
28,54,Decreased number of workers employed by this business,0,0
28,54,Increased skill level of workers employed by this business,0,0
28,54,Decreased skill level of workers employed by this business,0,0
28,54,Did not change skill level of workers employed by this business,157,1427
28,54,Increased STEM skills of workers employed by this business,0,0
28,54,Decreased STEM skills of workers employed by this business,0,0
28,54,Did not change STEM skills of workers employed by this business,188,1571
28,54,"Not applicable, did not employ workers with STEM skills",0,0
29,54,Increased number of workers employed by this business,93,29981
29,54,Did not change number of workers employed by this business,319,10926
29,54,Decreased number of workers employed by this business,0,0
29,54,Increased skill level of workers employed by this business,190,32166
29,54,Decreased skill level of workers employed by this business,0,0
29,54,Did not change skill level of workers employed by this business,220,9171
29,54,Increased STEM skills of workers employed by this business,214,33423
29,54,Decreased STEM skills of workers employed by this business,0,0
29,54,Did not change STEM skills of workers employed by this business,127,7496
29,54,"Not applicable, did not employ workers with STEM skills",0,0
30,54,Increased number of workers employed by this business,0,0
30,54,Decreased number of workers employed by this business,0,0
30,54,Did not change number of workers employed by this business,151,646
30,54,Increased skill level of workers employed by this business,73,183
30,54,Decreased skill level of workers employed by this business,0,0
30,54,Did not change skill level of workers employed by this business,90,550
30,54,Increased STEM skills of workers employed by this business,37,381
30,54,Decreased STEM skills of workers employed by this business,0,0
30,54,Did not change STEM skills of workers employed by this business,83,264
30,54,"Not applicable, did not employ workers with STEM skills",0,0
31,54,Increased number of workers employed by this business,0,0
31,54,Decreased number of workers employed by this business,0,0
31,54,Did not change skill level of workers employed by this business,84,2981
31,54,Did not change number of workers employed by this business,93,2024
31,54,Increased skill level of workers employed by this business,31,697
31,54,Decreased skill level of workers employed by this business,0,0
31,54,Increased STEM skills of workers employed by this business,32,704
31,54,Decreased STEM skills of workers employed by this business,0,0
31,54,Did not change STEM skills of workers employed by this business,74,2764
31,54,"Not applicable, did not employ workers with STEM skills",0,0
32,54,Increased skill level of workers employed by this business,182,1617
32,54,Increased number of workers employed by this business,105,755
32,54,Decreased number of workers employed by this business,0,0
32,54,Did not change number of workers employed by this business,225,3057
32,54,Decreased skill level of workers employed by this business,0,0
32,54,Did not change skill level of workers employed by this business,173,2637
32,54,Increased STEM skills of workers employed by this business,174,2556
32,54,Decreased STEM skills of workers employed by this business,0,0
32,54,Did not change STEM skills of workers employed by this business,121,1201
32,54,"Not applicable, did not employ workers with STEM skills",61,496
33,54,Increased number of workers employed by this business,0,0
33,54,Decreased number of workers employed by this business,0,0
33,54,Did not change number of workers employed by this business,94,1195
33,54,Increased skill level of workers employed by this business,88,1737
33,54,Decreased skill level of workers employed by this business,0,0
33,54,Did not change skill level of workers employed by this business,83,523
33,54,Decreased STEM skills of workers employed by this business,0,0
33,54,Increased STEM skills of workers employed by this business,81,1713
33,54,Did not change STEM skills of workers employed by this business,81,499
33,54,"Not applicable, did not employ workers with STEM skills",0,0
35,54,Decreased number of workers employed by this business,0,0
35,54,Increased number of workers employed by this business,65,899
35,54,Did not change number of workers employed by this business,347,2568
35,54,Increased skill level of workers employed by this business,74,1263
35,54,Decreased skill level of workers employed by this business,0,0
35,54,Did not change skill level of workers employed by this business,341,2514
35,54,Increased STEM skills of workers employed by this business,143,1665
35,54,Decreased STEM skills of workers employed by this business,0,0
35,54,Did not change STEM skills of workers employed by this business,211,1768
35,54,"Not applicable, did not employ workers with STEM skills",0,0
34,54,Increased number of workers employed by this business,393,18788
34,54,Decreased number of workers employed by this business,0,0
34,54,Did not change number of workers employed by this business,1288,26988
34,54,Increased skill level of workers employed by this business,824,28666
34,54,Decreased skill level of workers employed by this business,0,0
34,54,Did not change skill level of workers employed by this business,867,18832
34,54,Increased STEM skills of workers employed by this business,721,27494
34,54,Decreased STEM skills of workers employed by this business,0,0
34,54,Did not change STEM skills of workers employed by this business,439,11012
34,54,"Not applicable, did not employ workers with STEM skills",0,0
36,54,Increased number of workers employed by this business,421,28166
36,54,Decreased number of workers employed by this business,132,8642
36,54,Did not change number of workers employed by this business,1932,67767
36,54,Increased skill level of workers employed by this business,1018,59831
36,54,Decreased skill level of workers employed by this business,0,0
36,54,Did not change skill level of workers employed by this business,1418,44174
36,54,Increased STEM skills of workers employed by this business,1080,56051
36,54,Decreased STEM skills of workers employed by this business,0,0
36,54,Did not change STEM skills of workers employed by this business,814,40509
36,54,"Not applicable, did not employ workers with STEM skills",588,8007
37,54,Increased number of workers employed by this business,75,10515
37,54,Decreased skill level of workers employed by this business,0,0
37,54,Decreased number of workers employed by this business,37,3023
37,54,Did not change number of workers employed by this business,919,14681
37,54,Increased skill level of workers employed by this business,465,15336
37,54,Did not change skill level of workers employed by this business,559,12866
37,54,Increased STEM skills of workers employed by this business,267,15146
37,54,Decreased STEM skills of workers employed by this business,0,0
37,54,Did not change STEM skills of workers employed by this business,403,12002
37,54,"Not applicable, did not employ workers with STEM skills",362,1071
38,54,Increased number of workers employed by this business,0,0
38,54,Decreased number of workers employed by this business,0,0
38,54,Did not change number of workers employed by this business,33,809
38,54,Increased skill level of workers employed by this business,0,0
38,54,Decreased skill level of workers employed by this business,0,0
38,54,Did not change skill level of workers employed by this business,32,792
38,54,Increased STEM skills of workers employed by this business,0,0
38,54,Decreased STEM skills of workers employed by this business,0,0
38,54,Did not change STEM skills of workers employed by this business,0,0
38,54,"Not applicable, did not employ workers with STEM skills",0,0
39,54,Increased skill level of workers employed by this business,541,19425
39,54,Increased number of workers employed by this business,166,13960
39,54,Decreased number of workers employed by this business,0,0
39,54,Did not change number of workers employed by this business,742,21297
39,54,Decreased skill level of workers employed by this business,0,0
39,54,Did not change skill level of workers employed by this business,507,20987
39,54,Increased STEM skills of workers employed by this business,463,15423
39,54,Decreased STEM skills of workers employed by this business,0,0
39,54,Did not change STEM skills of workers employed by this business,317,17190
39,54,"Not applicable, did not employ workers with STEM skills",263,7791
40,54,Increased number of workers employed by this business,47,1285
40,54,Decreased number of workers employed by this business,0,0
40,54,Did not change number of workers employed by this business,96,6702
40,54,Increased skill level of workers employed by this business,62,2127
40,54,Increased STEM skills of workers employed by this business,59,2325
40,54,Decreased skill level of workers employed by this business,0,0
40,54,Did not change skill level of workers employed by this business,126,6756
40,54,Decreased STEM skills of workers employed by this business,0,0
40,54,Did not change STEM skills of workers employed by this business,104,6245
40,54,"Not applicable, did not employ workers with STEM skills",0,0
41,54,Increased number of workers employed by this business,124,1583
41,54,Decreased number of workers employed by this business,0,0
41,54,Did not change number of workers employed by this business,554,5031
41,54,Increased skill level of workers employed by this business,218,2730
41,54,Decreased skill level of workers employed by this business,0,0
41,54,Did not change skill level of workers employed by this business,472,4140
41,54,Increased STEM skills of workers employed by this business,123,2822
41,54,Decreased STEM skills of workers employed by this business,0,0
41,54,Did not change STEM skills of workers employed by this business,236,3206
41,54,"Not applicable, did not employ workers with STEM skills",329,843
42,54,Increased number of workers employed by this business,285,17247
42,54,Decreased skill level of workers employed by this business,0,0
42,54,Decreased number of workers employed by this business,0,0
42,54,Did not change number of workers employed by this business,1291,25392
42,54,Increased skill level of workers employed by this business,677,24714
42,54,Did not change skill level of workers employed by this business,912,19526
42,54,Increased STEM skills of workers employed by this business,712,23964
42,54,Decreased STEM skills of workers employed by this business,0,0
42,54,Did not change STEM skills of workers employed by this business,582,18236
42,54,"Not applicable, did not employ workers with STEM skills",297,2087
44,54,Increased number of workers employed by this business,0,0
44,54,Decreased number of workers employed by this business,0,0
44,54,Did not change number of workers employed by this business,18,1077
44,54,Increased skill level of workers employed by this business,0,0
44,54,Decreased skill level of workers employed by this business,0,0
44,54,Did not change skill level of workers employed by this business,0,0
44,54,Increased STEM skills of workers employed by this business,16,738
44,54,Decreased STEM skills of workers employed by this business,0,0
44,54,Did not change STEM skills of workers employed by this business,0,0
44,54,"Not applicable, did not employ workers with STEM skills",0,0
45,54,Increased number of workers employed by this business,149,5351
45,54,Decreased number of workers employed by this business,0,0
45,54,Did not change number of workers employed by this business,271,3917
45,54,Increased skill level of workers employed by this business,266,7722
45,54,Decreased skill level of workers employed by this business,0,0
45,54,Did not change skill level of workers employed by this business,160,2060
45,54,Increased STEM skills of workers employed by this business,128,7613
45,54,Decreased STEM skills of workers employed by this business,0,0
45,54,Did not change STEM skills of workers employed by this business,109,1368
45,54,"Not applicable, did not employ workers with STEM skills",0,0
46,54,Increased number of workers employed by this business,0,0
46,54,Decreased number of workers employed by this business,0,0
46,54,Did not change skill level of workers employed by this business,93,1166
46,54,Did not change number of workers employed by this business,112,1176
46,54,Increased skill level of workers employed by this business,0,0
46,54,Decreased skill level of workers employed by this business,0,0
46,54,Increased STEM skills of workers employed by this business,0,0
46,54,Decreased STEM skills of workers employed by this business,0,0
46,54,Did not change STEM skills of workers employed by this business,68,852
46,54,"Not applicable, did not employ workers with STEM skills",0,0
47,54,Increased number of workers employed by this business,76,4528
47,54,Decreased number of workers employed by this business,0,0
47,54,Did not change number of workers employed by this business,310,14926
47,54,Increased skill level of workers employed by this business,283,8500
47,54,Decreased skill level of workers employed by this business,0,0
47,54,Did not change skill level of workers employed by this business,109,11501
47,54,Increased STEM skills of workers employed by this business,266,8206
47,54,Decreased STEM skills of workers employed by this business,0,0
47,54,Did not change STEM skills of workers employed by this business,110,11590
47,54,"Not applicable, did not employ workers with STEM skills",0,0
48,54,Increased skill level of workers employed by this business,1511,66572
48,54,Decreased skill level of workers employed by this business,0,0
48,54,Did not change skill level of workers employed by this business,1992,61765
48,54,Increased STEM skills of workers employed by this business,1309,68053
48,54,Decreased STEM skills of workers employed by this business,0,0
48,54,Did not change STEM skills of workers employed by this business,1314,51714
48,54,"Not applicable, did not employ workers with STEM skills",0,0
48,54,Increased number of workers employed by this business,434,27689
48,54,Decreased number of workers employed by this business,149,11520
48,54,Did not change number of workers employed by this business,2928,89137
49,54,Increased number of workers employed by this business,55,2679
49,54,Decreased number of workers employed by this business,0,0
49,54,Did not change number of workers employed by this business,485,5410
49,54,Increased skill level of workers employed by this business,335,3140
49,54,Decreased skill level of workers employed by this business,0,0
49,54,Did not change skill level of workers employed by this business,260,5218
49,54,"Not applicable, did not employ workers with STEM skills",0,0
49,54,Increased STEM skills of workers employed by this business,240,3236
49,54,Decreased STEM skills of workers employed by this business,0,0
49,54,Did not change STEM skills of workers employed by this business,299,3906
50,54,Increased number of workers employed by this business,0,0
50,54,Decreased number of workers employed by this business,0,0
50,54,Did not change skill level of workers employed by this business,28,157
50,54,Did not change number of workers employed by this business,39,207
50,54,Increased skill level of workers employed by this business,84,580
50,54,Decreased skill level of workers employed by this business,0,0
50,54,Increased STEM skills of workers employed by this business,65,514
50,54,Decreased STEM skills of workers employed by this business,0,0
50,54,Did not change STEM skills of workers employed by this business,0,0
50,54,"Not applicable, did not employ workers with STEM skills",0,0
51,54,Increased number of workers employed by this business,324,26785
51,54,Decreased number of workers employed by this business,0,0
51,54,Did not change number of workers employed by this business,1180,39653
51,54,Increased skill level of workers employed by this business,779,50234
51,54,Decreased skill level of workers employed by this business,0,0
51,54,Did not change skill level of workers employed by this business,743,31857
51,54,Increased STEM skills of workers employed by this business,805,51587
51,54,Decreased STEM skills of workers employed by this business,0,0
51,54,Did not change STEM skills of workers employed by this business,632,29768
51,54,"Not applicable, did not employ workers with STEM skills",0,0
53,54,Increased number of workers employed by this business,228,7380
53,54,Decreased number of workers employed by this business,0,0
53,54,Did not change number of workers employed by this business,865,38726
53,54,Increased skill level of workers employed by this business,580,15110
53,54,Decreased skill level of workers employed by this business,0,0
53,54,Did not change skill level of workers employed by this business,541,32976
53,54,Increased STEM skills of workers employed by this business,547,14272
53,54,Decreased STEM skills of workers employed by this business,0,0
53,54,Did not change STEM skills of workers employed by this business,416,32817
